image,channel,param,quality,repeat,seed,psnr,ssim,compression_ratio,time_source_enc,time_channel_enc,time_interleave,time_transmission,time_channel_dec,time_source_dec,actual_error_rate,viterbi_ber,source_bits,encoded_bits
kodim10.png,bsc,0.01,50,1,42,11.963152753754901,0.3924868391296828,14.289756759375909,1.0663273000000117,0.0635915999999952,0.08421079999993708,0.07853850000003604,4.444804299999987,1.5099325000001045,0.009963047357253086,0.010678118034693285,660416,1320844
kodim11.png,bsc,0.01,50,1,42,10.396165002735033,0.28075561309030134,11.16963981365754,1.10720409999999,0.07920850000004975,0.10911889999999858,0.10224199999993289,5.897931700000072,1.4623530000000073,0.009937231091485508,0.010516087187062076,844896,1689804
kodim12.png,bsc,0.01,50,1,42,11.495864671482272,0.36046135693796383,14.582999554962171,1.0844217000000071,0.059942799999930685,0.0813253999999688,0.07853880000004665,4.329146800000103,1.416511299999911,0.009944867484177215,0.010724175443801613,647136,1294284
kodim01.png,bsc,0.01,90,1,42,10.699400086181235,0.16629197586129457,3.7219915441408467,1.3836793000000398,0.2558449999999084,0.3207810999999765,0.30502979999994295,18.081101899999908,3.57783859999995,0.009938492313508065,0.010929907868997286,2535520,5071052
kodim02.png,bsc,0.01,90,1,42,10.85198489079563,0.147240560827939,4.933969642849674,1.3284072999999808,0.18528919999994287,0.23618870000007064,0.22288680000008299,13.372450800000024,3.317818299999999,0.009943110529309422,0.010938486826970935,1912696,3825404
kodim03.png,bsc,0.01,90,1,42,12.228573949378795,0.24275514721347588,6.588850349369125,1.2126168999999436,0.14189310000006117,0.17791319999992083,0.1714379000000008,9.662330700000098,3.0612734000000046,0.009961286272321429,0.010890905231879444,1432296,2864604
kodim04.png,bsc,0.01,90,1,42,11.117450513826544,0.17085258441314108,5.0770958953634,1.3038185999999996,0.18249850000006518,0.2414829000000509,0.2276601999999457,13.015703399999893,3.211907799999949,0.00994039527120044,0.010926007221956814,1858776,3717564
kodim05.png,bsc,0.01,90,1,42,10.44103122648438,0.17618575508433906,3.4750414625452555,1.369301299999961,0.2612585000000536,0.3272343000001001,0.31540510000002087,18.74664229999985,3.4342295999999806,0.009950201195406627,0.010988310949941526,2715704,5431420
kodim06.png,bsc,0.01,90,1,42,11.262438715104555,0.20449507384590593,4.41136677249627,1.3047837999999956,0.20422270000005938,0.26726589999998396,0.2629265000000487,14.900418100000138,3.2787329000000227,0.009950014190965584,0.010912509208671296,2139288,4278588
kodim07.png,bsc,0.01,90,1,42,11.96145350651464,0.2560189008522186,5.837905249249012,1.2178449000000455,0.15468710000004648,0.19269580000002406,0.19103809999990062,11.056695499999819,3.129110100000048,0.009954756724683544,0.010847268480256548,1616536,3233084
